objectid,joinid,permyear,county,jurisdictn,apn,address,zip,projname,hcategory,vlowdr,vlowndr,vlowtot,lowdr,lowndr,lowtot,moddr,modndr,modtot,amodtot,totalunit,tenure,mapped,mapnotes,pda,pdacycle,pdajoinid,tpa,tpacycle,hsngsite,rhnacycle,notes,ObjectId2
,SANT0003539,2016,6085,Cupertino,326 30 065,20788 HANFORD DR,NULL,NULL,SU,0,0,0,0,0,0,0,1,1,0,1,R,Y,NULL,N,,,Y,2014,N,,NULL,11763
,59cf9962-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,357 16 162,10106 BYRNE AVE,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,N,,N,,NULL,11764
,SANT0003588,2016,6085,Gilroy,NULL,7931 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 1A LOT 10 NEW SFR 2666 S.,11765
,SANM0000945,2016,6081,Daly City,006-344-160,1620 Edgeworth Ave,NULL,Annie/Edgeworth (Lafferty),SF,0,0,0,0,0,0,0,0,0,0,1,O,Y,NULL,N,,,Y,2014,Y,2015-2023,NULL,11766
,SANT0003540,2016,6085,Cupertino,375 34 034,10592 CULBERTSON DR,NULL,NULL,SU,0,0,0,0,0,0,0,1,1,0,1,R,Y,NULL,N,,,N,,N,,NULL,11767
,SANT0003541,2016,6085,Cupertino,326 08 016,21101 TAMARIND CT,NULL,NULL,SU,0,0,0,0,0,0,0,1,1,0,1,R,Y,NULL,N,,,N,,N,,NULL,11768
,SANT0003542,2016,6085,Cupertino,342 14 041,10208 LOCKWOOD DR,NULL,NULL,SU,0,0,0,0,0,0,0,1,1,0,1,R,Y,NULL,N,,,N,,N,,NULL,11769
,SANT0003543,2016,6085,Cupertino,357 03 078,10406 S FOOTHILL BLVD,NULL,NULL,SU,0,0,0,0,0,0,0,1,1,0,1,R,Y,NULL,N,,,N,,N,,NULL,11770
,SANT0003544,2016,6085,Cupertino,369 14 025,10311 GREENWOOD COURT #1,95014,Greenwood Court,2 to 4,1,0,1,0,0,0,0,0,0,0,1,R,Y,NULL,N,,,Y,2014,N,,NULL,11771
,SANT0003545,2016,6085,Gilroy,NULL,2490 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 75 PLAN 3Z ELEVATION C NEW,11772
,SANT0003546,2016,6085,Gilroy,NULL,2480 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 74 PLAN 1Z-B NEW 2 STORIES,11773
,SANT0003547,2016,6085,Gilroy,NULL,2460 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 72 PLAN 2Z NEW 2 STORIES S,11774
,SANT0003548,2016,6085,Gilroy,NULL,2470 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 73 PLAN 3Z ELEVATION A NEW,11775
,SANT0003549,2016,6085,Gilroy,NULL,2450 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 LOT71 PLAN 4Z NEW SFR 2360 S.F.,11776
,SANT0003550,2016,6085,Gilroy,NULL,2440 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3Z (ELEV B) NEW 2-STORY S,11777
,SANT0003551,2016,6085,Gilroy,NULL,1101 VIOGNIER WAY,NULL,CALATLANTIC HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10255 - PLAN 3C(ZINFANDEL) LOT 24 CONS,11778
,SANT0003552,2016,6085,Gilroy,NULL,1137 VIOGNIER WAY,NULL,CALATLANTIC HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10255 - PLAN 1D(ZINFANDEL) LOT 23 CONS,11779
,SANT0003553,2016,6085,Gilroy,NULL,1157 VIOGNIER WAY,NULL,CALATLANTIC HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10255 - PLAN 3B(ZINFANDEL) LOT 22 CONS,11780
,SANT0003554,2016,6085,Gilroy,NULL,1177 VIOGNIER WAY,NULL,CALATLANTIC HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10255 -1B(ZINFANDEL) LOT 20 CONSTRUCT,11781
,SANT0003555,2016,6085,Gilroy,NULL,1167  VIOGNIER WAY,NULL,CALATLANTIC HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10255 (ZINFADEL)- PLAN 3D LOT 21 CONST,11782
,SANT0003556,2016,6085,Gilroy,NULL,1688 CLOVE PL,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10267 lot 7 - MODEL PLAN 1 NEW SFR 266,11783
,SANT0003557,2016,6085,Gilroy,NULL,2491 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3Z (ELEV B) LOT 69 NEW 2-,11784
,SANT0003558,2016,6085,Gilroy,NULL,2501 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 PLAN 2Z (ELEV D) LOT 68 2-STORY,11785
,SANT0003559,2016,6085,Gilroy,NULL,2511 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 LOT 67 PLAN 4Z NEW SFR 2360 S.F.,11786
,SANT0003560,2016,6085,Gilroy,NULL,2521 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 PLAN 2Z LOT 66 2-STORY SFR 2077,11787
,SANT0003561,2016,6085,Gilroy,NULL,2531 APRICOT WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3Z NEW 2-STORY SFR 2182 S,11788
,SANT0003562,2016,6085,Gilroy,NULL,2481 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 4A LOT 28 NEW SFR 3430 S.,11789
,SANT0003563,2016,6085,Gilroy,NULL,2491 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3B LOT 27 NEW SFR 3035 S.,11790
,SANT0003564,2016,6085,Gilroy,NULL,2501 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 1D LOT 26 NEW SFR 2541 S.,11791
,SANT0003565,2016,6085,Gilroy,NULL,2451 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 31 PLAN 3Z ELEVATION C NEW,11792
,SANT0003566,2016,6085,Gilroy,NULL,2461 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 30 PLAN 2Z ELEVATION A NEW,11793
,SANT0003567,2016,6085,Gilroy,NULL,2471 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 4Z NEW SFR 2360S.F. W/ 45,11794
,SANT0003568,2016,6085,Gilroy,NULL,1670 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 3C LOT 12 NEW SFR 3264 S.,11795
,SANT0003569,2016,6085,Gilroy,NULL,1680 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 2B LOT 11 NEW SFR 3018 S.,11796
,SANT0003570,2016,6085,Gilroy,NULL,1690 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 1A LOT 13 NEW SFR 2666 S.,11797
,SANT0003571,2016,6085,Gilroy,NULL,7912 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 2 A LOT 29 NEW SFR 3018 S,11798
,SANT0003572,2016,6085,Gilroy,NULL,2490 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 LOT 37 PLAN 2Z 2-STORY SFR 2077,11799
,SANT0003573,2016,6085,Gilroy,NULL,2460 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 lot 72- PLAN 2Z NEW 2 STORIES SF,11800
,SANT0003574,2016,6085,Gilroy,NULL,2480 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 PLAN 4Z NEW SFR 2360 S.F. W/ 452,11801
,SANT0003575,2016,6085,Gilroy,NULL,2470 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 PLAN 2Z LOT 32 2-STORY SFR 2132,11802
,SANT0003576,2016,6085,Gilroy,NULL,2441 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 PLAN 2Z LOT 32 2-STORY SFR 2132,11803
,SANT0003577,2016,6085,Gilroy,NULL,2500 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3Z NEW 2-STORY SFR 2182S.,11804
,SANT0003578,2016,6085,Gilroy,NULL,2450 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3Z NEW 2-STORY SFR 2182S.,11805
,SANT0003579,2016,6085,Gilroy,NULL,7952 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 3C LOT 33 NEW SFR 3264 S.,11806
,SANT0003580,2016,6085,Gilroy,NULL,7942 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 3 ELEVA: A LOT 32 NEW SFR,11807
,SANT0003581,2016,6085,Gilroy,NULL,7911 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 1C  lOT 15  NEW SFR 2666,11808
,SANT0003582,2016,6085,Gilroy,NULL,2550 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - LOT 43 PLAN 2Z ELEVATION A NEW,11809
,SANT0003583,2016,6085,Gilroy,NULL,2540 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - PLAN 3Z ELEVATION C NEW 2-STOR,11810
,SANT0003584,2016,6085,Gilroy,NULL,2520 APPLE TREE WAY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,Y,2015-2023,TRACT 10279 - MODEL PLAN ELEVATION 4Z NEW SF,11811
,SANT0003585,2016,6085,Gilroy,NULL,7932 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 2 A LOT 29 NEW SFR 3018 S,11812
,SANM0000946,2016,6081,Daly City,006-244-020,1616 Edgeworth Ave,NULL,Annie/Edgeworth (Lafferty),SF,0,0,0,0,0,0,0,0,0,0,1,O,Y,NULL,Y,2013,CCG1_a,Y,2014,N,,NULL,11813
,SANT0003689,2016,6085,Gilroy,NULL,1119 BONINO WY,NULL,BROOKFIELD AMBROSIA LLC,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10256 -PLAN 3A-R LOT 28 CONSTRUCT NEW,11814
,SANT0003589,2016,6085,Gilroy,NULL,7902 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 1B LOT 28 NEW SFR 2666 S.,11815
,59cf9b06-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,357 05 004,22343 MCCLELLAN RD UNIT 2,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,N,,N,,NULL,11816
,59cf9d54-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,326 55 023,10317 ANN ARBOR,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,Y,2014,N,,NULL,11817
,59cf9e8a-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,375 07 048,10065 JUDY AVE,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,Y,2013,VTA1_b,Y,2014,N,,NULL,11818
,59cfa5b0-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,359 10 042,20570 SUNRISE DR,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,Y,2013,VTA1_b,Y,2014,N,,NULL,11819
,59cfa83a-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,359 06 046,7712 HUNTRIDGE LN,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,N,,N,,NULL,11820
,59cfa9de-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,359 22 089,10732 S STELLING RD,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,N,,N,,NULL,11821
,59cfadc6-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,375 08 043,10263 JUDY AVE,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,Y,2014,N,,NULL,11822
,59cfb0be-bba3-11e8-a355-529269fb1459,2016,6085,Cupertino,342 16 153,10643 STEVENS CANYON RD,,,SU,0,0,0,0,0,0,0,1,1,0,1,NULL,Y,NULL,N,,,N,,N,,NULL,11823
,SANT0003471,2016,6085,Campbell,NULL,106 - 114 LOTTIE LN,95008,MADISON TOWNHOMES BLDG 11,5+,0,0,0,0,0,0,1,0,1,4,5,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2016-01138,11824
,SANT0003472,2016,6085,Campbell,305-34-055??,106 CATALPA LN,95008,NEW SINGLE FAMILY DWELLING USING PORTIONS OF EXISTING STRUCTURE,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,Y,2014,N,,BLD2015-00793,11825
,SANT0003473,2016,6085,Campbell,412-05-078??,106 E RINCON AVE,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,Y,2014,N,,BLD2016-00619,11826
,SANT0003474,2016,6085,Campbell,404-06-061??,110 CHRISTOPHER AVE,95008,NEW 2 STORY SINGLE FAMILY DWELLING W/ ATTACHED GARAGE,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00063,11827
,SANT0003475,2016,6085,Campbell,403-15-021??,1149 S SAN TOMAS AQUINO RD UNIT A,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00855,11828
,SANT0003476,2016,6085,Campbell,NULL,116 - 128 LOTTIE LANE,95008,MADISON TOWNHOMES BLDG 7 LOTS 34- 40,5+,0,0,0,0,0,0,0,0,0,7,7,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2016-00624,11829
,SANT0003477,2016,6085,Campbell,406-03-042??,1162 HAZEL AVE,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00651,11830
,SANT0003478,2016,6085,Campbell,406-15-030??,1162 S SAN TOMAS AQUINO R,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00803,11831
,SANT0003479,2016,6085,Campbell,NULL,130 - 136 LOTTIE LANE,95008,MADISON TOWNHOMES BLDG 6 LOTS 30-33,5+,0,0,0,0,0,0,1,0,1,3,4,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2016-00622,11832
,SANT0003480,2016,6085,Campbell,403-18-056??,1377 YORK AVE,NULL,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00296,11833
,SANT0003481,2016,6085,Campbell,NULL,138 - 148 LOTTIE LN,95008,MADISON TOWNHOMES BLDG 5 LOTS 24-29,5+,0,0,0,0,0,0,0,0,0,6,6,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2016-00313,11834
,SANT0003482,2016,6085,Campbell,403-19-103??,1443 HARRIET AVE,NULL,NEW SINGLE FAMILY DWELLING WITH 1 CAR ATTACHED GARAGE WVSD # 43240 BACKFLOW AND PL CLEANOUT REQ,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00471,11835
,SANT0003483,2016,6085,Campbell,403-19-103??,1443 HARRIET AVE,95008,NEW SECONDARY SINGLE FAMILY DWELLING WITH 3 CAR ATTACHED GARAGE. WVSD # 43240 BACKFLOW AND PL CLEANOUT REQ,SU,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00472,11836
,SANT0003484,2016,6085,Campbell,NULL,149 - 161 LOTTIE LN,95008,MADISON TOWNHOMES BLDG 4  LOTS 17- 23,5+,0,0,0,1,0,1,2,0,2,4,7,NULL,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2015-01057,11837
,SANT0003485,2016,6085,Campbell,403-60-034??,150 PAYMAN PLACE,NULL,NEW 2 STORY SINGLE FAMILY DWELLINGW/ ATTACHED GARAGE LOT 2,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00004,11838
,SANT0003486,2016,6085,Campbell,403-13-096??,1515 HACIENDA AVE,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00536,11839
,SANT0003487,2016,6085,Campbell,403-60-035??,160 PAYMAN PLACE,NULL,NEW 2 STORY SINGLE FAMILY DWELLING W/ ATTACHED GARAGE LOT 3,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00005,11840
,SANT0003488,2016,6085,Campbell,404-06-057??,168 CHRISTOPHER AVE,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00365,11841
,SANT0003489,2016,6085,Campbell,403-60-011??,1685 BUCKNALL RD,95008,NEW 2 STORY SINGLE FAMILY DWELLING W/ ATTACHED GARAGE LOT 1,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00001,11842
,SANT0003490,2016,6085,Campbell,414-48-055??,180 & 182 REDDING RD,95008,CONSTRUCT 2 NEW TOWNHOMES (3BD/ 2-1/2BA),2 to 4,0,0,0,0,0,0,0,0,0,2,2,NULL,Y,NULL,N,,,N,,N,,BLD2016-00708,11843
,SANT0003491,2016,6085,Campbell,NULL,184 & 186 REDDING RD,95008,CONSTRUCT 2 NEW TOWNHOMES (3BD/ 2-1/2BA),2 to 4,0,0,0,0,0,0,0,0,0,2,2,NULL,Y,NULL,N,,,N,,N,,BLD2016-00711,11844
,SANT0003492,2016,6085,Campbell,NULL,188 REDDING RD,95008,NEW SINGLE FAMILY DWELLING (3BD/ 2-1/2BA) LOT 5,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00712,11845
,SANT0003493,2016,6085,Campbell,412-08-037??,190 DILLON AVE,95008,MADISON- APARTMENT BUILDING,5+,0,0,0,0,0,0,0,0,0,12,12,R,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2015-00950,11846
,SANT0003494,2016,6085,Campbell,305-23-057??,210 CARLYN AVE,95008,NEW SINGLE FAMILY DWELLING W/ ATTACHED GARAGE & OUTDOOR KITCHEN,SF,0,0,0,0,0,0,0,0,0,1,1,NULL,Y,NULL,N,,,N,,N,,BLD2015-01460,11847
,SANT0003495,2016,6085,Campbell,305-34-005??,2305 S WINCHESTER BL,95008,RESIDENTIAL CONDOMINIUMS 2ND & 3RD FLOOR,5+,2,0,2,0,0,0,0,0,0,14,16,R,Y,NULL,N,,,Y,2014,Y,2015-2023,BLD2015-00478,11848
,SANT0003496,2016,6085,Campbell,288-15-044??,28 N MIDWAY ST,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00247,11849
,SANT0003497,2016,6085,Campbell,412-08-065??,300 RAILWAY AVE,95008,RESIDENCES AT RAILWAY-  119 APARTMENT 6 STORY BUILDING,5+,7,0,7,0,0,0,0,0,0,112,119,R,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2015-01449,11850
,SANT0003498,2016,6085,Campbell,404-08-001??,306 WREN WY,95008,CONSTRUCT NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAGE,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00316,11851
,SANT0003499,2016,6085,Campbell,279-37-096??,418 ESTHER AVE,95008,NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAG,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2015-00593,11852
,SANT0003500,2016,6085,Campbell,NULL,421 - 431 ROBIN RIDGE WY,95008,MADISON TOWNHOMES BLDG 10,5+,0,0,0,0,0,0,1,0,1,5,6,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2016-01140,11853
,SANT0003501,2016,6085,Campbell,412-50-063??,500 - 510 WAYFARER WY,95008,MADISON TOWNHOMES BLDG 9,5+,0,0,0,0,0,0,1,0,1,4,5,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2016-01141,11854
,SANT0003502,2016,6085,Campbell,NULL,511- 523 WAYFARER WY,95008,MADISON TOWNHOMES,5+,0,0,0,0,0,0,0,0,0,7,7,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,NULL,11855
,SANT0003503,2016,6085,Campbell,404-25-024??,531 SUNNYBROOK DR,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2016-00743,11856
,SANT0003504,2016,6085,Campbell,412-50-011??,600- 608 SUNSWEET WY,95008,NEW 5 UNIT TOWNHOUSE DEVELOPMENT BLDG 2 PLANS 1  2  3,5+,0,0,0,0,0,0,1,0,1,4,5,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2015-01039,11857
,SANT0003505,2016,6085,Campbell,NULL,610 - 618 SUNSWEET WY,95008,MADISON TOWNHOMES BLDG 3 LOTS 12- 16,5+,0,0,0,0,0,0,2,0,2,3,5,O,Y,NULL,Y,2013,CAM1,Y,2014,Y,2015-2023,BLD2015-01064,11858
,SANT0003506,2016,6085,Campbell,404-26-013??,705 KENNETH AVE,95008,NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAGE,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2015-01592,11859
,SANT0003507,2016,6085,Campbell,404-26-050??,730 KENNETH AVE,95008,NEW SINGLE FAMILY DWELLING TO BE ATTACHED TO (E) GARAGE,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2015-00629,11860
,SANT0003508,2016,6085,Campbell,404-26-050??,730 KENNETH AVE UNIT B,95008,NEW SECONDARY LIVING UNIT,SU,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,BLD2015-00649,11861
,SANT0003509,2016,6085,Campbell,279-22-055??,766 ALMARIDA DR,95008,NEW SINGLE FAMILY DWELLING,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,Y,2014,N,,BLD2016-00657,11862
,SANT0003590,2016,6085,Gilroy,NULL,7901 CINNAMON WY,NULL,MERITAGE HOMES,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10315 - PLAN 3B LOT 16 NEW SFR 3264 S.,11863
,SANT0003690,2016,6085,Gilroy,NULL,1137 BONINO WY,NULL,BROOKFIELD AMBROSIA LLC,SF,0,0,0,0,0,0,0,0,0,1,1,O,Y,NULL,N,,,N,,N,,TRACT 10256 -PLAN 2B-L LOT 27 CONSTRUCT NEW,11864
,SANM0000947,2016,6081,Daly City,006-244-020,1612 Edgeworth Ave,NULL,Annie/Edgeworth (Lafferty),SF,0,0,0,0,0,0,0,0,0,0,1,O,Y,NULL,Y,2013,CCG1_a,Y,2014,N,,NULL,11865
,SANM0000948,2016,6081,Daly City,006-244-020,1608 Edgeworth Ave,NULL,Annie/Edgeworth (Lafferty),SF,0,0,0,0,0,0,0,0,0,0,1,O,Y,NULL,Y,2013,CCG1_a,Y,2014,N,,NULL,11866
