Jurisidiction,County,Reporting Year,Prior APN,APN,Address,Project Name,Jurisdiction Tracking ID,Unit Category,Tenure,Entitled Very Low Income Deed (Restricted),Entitled Very Low Income Non-Deed (Restricted),Entitled Low Income Deed (Restricted),Entitled Low Income Non-Deed (Restricted),Entitled Moderate Income Deed (Restricted),Entitled Moderate Income Non-Deed (Restricted),Entitled Above Moderate Income,Entitlement Date Approved,Total Units Entitled,Permitted Very Low Income Deed (Restricted),Permitted Very Low Income Non-Deed (Restricted),Permitted Low Income Deed (Restricted),Permitted Low Income Non-Deed (Restricted),Permitted Moderate Income Deed (Restricted),Permitted Moderate Income Non-Deed (Restricted),Permitted Above Moderate Income,Permit Date Issued,Total  Units Permitted,Completed Very Low Income Deed (Restricted),Completed Very Low Income Non-Deed (Restricted),Completed  Low Income Deed (Restricted),Completed Low Income Non-Deed (Restricted),Completed  Moderate Income Deed (Restricted),Completed Moderate Income Non-Deed (Restricted),Completed  Above Moderate Income,Completed Date,Total Units Completed,Total Extremely Low Income Units,SB 35 Approved?,Infill Unit?,Financial Assistance Program,Deed Restriction Type,Affordable Without Financial Assistance Notes,Years of Affordability,Demolished/Destroyed Units,Demolished or Destroyed?,Tenure Type of Demolished/Destroyed Unit,Notes
MOUNTAIN VIEW,SANTA CLARA,2020,,16-103-029-,137  FAIR OAKS ST,,2019-3424,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/3/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,197-41-020,285 Carmelita Drive,,2019-1795,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/2/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,18-958-005-,423  LORETO ST,,2020-0355,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/24/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,148-38-166,125  FAIR OAKS ST,,2019-3421,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/3/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,154-25-071,545 Mountain View Avenue,,2019-1218,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/25/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,15-805-093-,637  EHRHORN AV,,2019-1661,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8/21/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,19-738-022-,2141  WOODLEAF WY,,2019-3410,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,11/15/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-830-024-,131  FAIR OAKS ST,,2019-3432,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/3/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,189-32-034,1367 Park Drive,,2019-2239,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8/29/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,14-742-217-,237  CARMELITA DR,,2020-0062,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/10/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,197-37-031,2155 Carol Avenue,,2019-0670,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/21/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-008-038-,1249  SPRINGER RD,,2020-1977,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7/21/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,147-24-040,22321 Jewell Place,,2019-3178,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/16/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,19-740-027-,2006  SUN-MOR AV A,,2019-2347,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/18/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,19-736-021-,2342  PERICH CT,,2019-3238,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8/21/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,160-02-067,769 Roslyn Circle,,2018-4307,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/18/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-029-028-,758  VAQUERO DR,,2019-0229,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/22/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,19-726-022-,877  CENTRAL AV,,2020-1222,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/16/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-830-001-,1223  ARBOR CT,,2020-0986,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/23/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,18-904-107-,1448  BROOKDALE AV,,2018-2841,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/24/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,197-10-040,3466 Woodstock Lane,,2019-2614,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/19/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,153-20-018,751 San Lucas Avenue,,2019-1962,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7/15/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,19-741-016-,280  FRANKLIN ST,,2020-0903,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8/25/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-805-101-,754  CALDERON AV,,2020-2519,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/3/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-022-034-,1092  WASHINGTON ST,,2019-3047,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/27/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,19-725-067-,2715  DIERICX DR,,2019-0609,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5/23/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,14-742-217-,440  CALDERON AV,,2020-0375,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/11/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,170-09-087,1115 Solana Drive,,2019-1197,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/18/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,18-905-145-,830  SLADKY AV,,2019-3613,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,11/18/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-326-018-,764  ALICE AV,,2020-2347,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/15/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,154-24-041,523 Mariposa Avenue,,2018-4307,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/8/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,19-305-008-,1096  PETIE WY,,2019-0273,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/30/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,15-813-013-,396  FARLEY ST,,2020-1200,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/4/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,158-09-004,575 Serra Avenue,,2019-1338,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3/16/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,154-22-042,450  CHIQUITA AV,,2020-2269,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/4/20 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,193-03-032,909 Boranda Av,,2021-2372,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/3/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,148-07-006,263 Monroe Dr,,2021-0715,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/9/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-41-024,357 Carmelita Dr,,2021-0446,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/15/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,153-28-017,262 Elmwood St,,2021-2786,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/25/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-21-014,3345 Grant Rd,,2021-1535,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/7/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,148-38-040,216 S Rengstorff Av,,2021-0102,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5/25/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,193-02-008,697  STAMM AV,,2020-2701,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/28/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,189-04-004,14 STARR Wy,,2021-3237,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/10/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,160-32-012,78 Gladys Av,,2021-2334,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/11/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,193-18-046,1639 Montalto Dr,,2021-0585,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3/8/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,15013017,1790 Elsie Av,,2021-2473,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/14/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,160-16-069,142 Sherland Av,,2021-0728,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/29/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,153-03-021,2076  SAN LUIS AV,,2020-1900,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/14/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,189-21-085,1168 Spencer Ct,,2021-1944,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7/22/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-21-034,277  APRICOT LN,,2020-2522,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,1/4/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,150-21-002,143  BONNY ST,,2020-3496,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/23/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-38-010,386 Sleeper Av,,2021-1826,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7/14/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,189-06-077,1747 Peartree Ln,,2021-1202,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/7/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,153-21-035,793 San Carlos Av,,2021-0846,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7/13/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,153-21-032,876  SAN RAFAEL AV,,2020-3044,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5/21/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,147-42-219,115  FAIR OAKS ST,,2020-1613,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/19/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,150-10-033,197 Farley St,,2021-0229,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/22/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-40-001,355  MARTENS AV,,2020-0853,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5/4/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-40-001,347  MARTENS AV,,2020-0852,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5/4/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,158-01-016,25 Church St,,2021-0079,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/8/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,19740001,343  MARTENS AV,,2020-0850,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,5/4/21 0:00,1,0,0,0,0,0,0,0,,0,0,N,Y,,,,,1,Demolished,O,
MOUNTAIN VIEW,SANTA CLARA,2019,,193-02-001,1125 Castro Street,,2016-0282,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/22/19 0:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,1,Demolished,O,
MOUNTAIN VIEW,SANTA CLARA,2021,,189-04-060,1050  MARILYN DR,,2019-3657,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/17/21 0:00,1,0,0,0,0,0,0,1,11/1/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,147-24-048,2321  HEATHER CT,,2021-0167,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/10/21 0:00,1,0,0,0,0,0,0,1,12/17/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,14713046,2117  ROCK ST,,2019-1960,"2-, 3-, and 4-Plex Units per Structure",Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,5/20/21 0:00,2,0,0,0,0,0,0,0,,0,0,N,Y,,,,,1,Demolished,O,
MOUNTAIN VIEW,SANTA CLARA,2019,,160-19-131,186 East Middlefield Road,,11-15-PUD,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,5/16/19 0:00,5,0,0,0,0,0,0,0,,0,,N,Y,,,,,3,Demolished,O,
MOUNTAIN VIEW,SANTA CLARA,2019,,14-753-142-,2280 W EL CAMINO REAL,,2017-4190,5 or More Units Per Structure,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,131,11/14/19 0:00,131,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,14-753-141-,2260 W EL CAMINO REAL,,2017-4191,5 or More Units Per Structure,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,49,11/14/19 0:00,49,,N,Y,,,,,3,Demolished,O,
MOUNTAIN VIEW,SANTA CLARA,2019,,15-002-006-,2065  SAN LUIS AV,,2017-0863,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/20/19 0:00,1,,N,Y,,,,,17,Demolished,R,
MOUNTAIN VIEW,SANTA CLARA,2019,,14-742-021-,218  COLLEGE AV,,2015-0930,Single-Family Detached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/3/19 0:00,1,,N,Y,,,,,2,Demolished,R,
MOUNTAIN VIEW,SANTA CLARA,2021,,153-26-018,877  CENTRAL AV,,2020-1222,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,7/28/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,158-05-101,754  CALDERON AV,,2020-2519,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/29/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,189-04-107,1448  BROOKDALE AV,,2018-2841,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/16/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,158-05-101,752  CALDERON AV,,2019-3687,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,9/29/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,158-32-006,539  MCCARTY AV A,,2017-3704,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,11/3/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,158-30-024,423  LORETO ST,,2020-0355,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/26/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,147-42-219,115  FAIR OAKS ST,,2020-1613,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,8/5/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,2019-3238,2342  PERICH CT,,2019-3238,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/30/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,150-22-034,1092  WASHINGTON ST,,2019-3047,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/29/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-21-034,277  APRICOT LN,,2020-2522,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/29/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,189-32-034,1367  PARK DR,,2019-2239,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,4/16/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,158-13-013,280  FRANKLIN ST,,2020-0903,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/1/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2021,,197-40-027,2006  SUN-MOR AV A,,2019-2347,Accessory Dwelling Unit,Renter,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/1/21 0:00,1,1,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,16-061-026-,320  CIRCUIT WY,,2018-1197,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/23/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,14-754-030-,2242  MORA PL,,2017-2579,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/20/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2020,,18-905-145-,830  SLADKY AV,,2019-3613,Accessory Dwelling Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,6/30/20 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,16-061-026-,312  CIRCUIT WY,,2018-1195,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/23/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,14-754-030-,2287  MORA PL,,2017-2551,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,12/18/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,16-061-026-,308  CIRCUIT WY,,2018-1194,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,10/24/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,16-061-026-,3856  DOMAIN WY,,2018-1187,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2/25/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,16-061-026-,3882  DOMAIN WY,,2018-1175,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3/18/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,15-002-006-,300  CHEROKEE LP,,2017-0878,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,3/1/19 0:00,1,,N,Y,,,,,,,,
MOUNTAIN VIEW,SANTA CLARA,2019,,14-754-030-,2260  MORA PL,,2017-2576,Single-Family Attached Unit,Owner,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,11/15/19 0:00,1,,N,Y,,,,,,,,
